animeID,name,premiered,genre,type,episodes,producer,licensor,studio,source,scored,scoredBy,members
34785,Tamashichi!,None,['Slice of Life'],ONA,1,[],[],['C2C'],Original,5,25,62
34787,Idol Time PriPara,Spring 2017,"['Music', 'School', 'Shoujo']",TV,51,"['TV Tokyo', 'Nihon Ad Systems', 'Avex Pictures', 'Takara Tomy A.R.T.S', 'Shogakukan']",[],"['Tatsunoko Production', 'Dongwoo A&amp;E']",Game,7.22,292,2605
34790,Shin Biofermin S,None,['Slice of Life'],Special,0,[],[],[],Other,4.73,11,62
34792,Yoake Tsugeru Lu no Uta,None,"['Adventure', 'Music', 'Fantasy']",Movie,1,"['Fuji TV', 'Toho', 'BS Fuji']","['NYAV Post', 'GKIDS']",['Science SARU'],Original,7.48,2654,12765
34794,Yukai na Animal Bus,Winter 2017,"['Comedy', 'Kids']",TV,12,[],[],['TMS Entertainment'],Original,5.5,4,103
34795,Tamashii Insert,None,['Hentai'],OVA,2,['Mary Jane'],[],[],Manga,7.03,2008,4781
34796,Servamp: Hai ni Mamireta Shoukei - All the world&#039;s a stage,None,"['Comedy', 'Drama', 'Josei']",Special,1,[],[],[],Unknown,7.18,569,5766
34798,Yuru Camp△,Winter 2018,"['Slice of Life', 'Comedy']",TV,12,"['AT-X', 'Sony Music Communications', 'MAGES.', '81 Produce', 'BS11', 'Furyu', 'Crunchyroll SC Anime Fund']",[],['C-Station'],Manga,8.36,41552,109575
34799,PriPri Chii-chan!!,Spring 2017,"['Sci-Fi', 'Comedy', 'Shoujo']",TV,36,[],[],['OLM'],Manga,6.25,397,2052
34800,Action Heroine Cheer Fruits,Summer 2017,"['Slice of Life', 'Comedy', 'School']",TV,12,"['TBS', 'Nippon Columbia', 'KlockWorx', 'Hobby Japan', 'Glovision', 'RAY', 'Nichion', 'GYAO!', 'Production Ace']",['Sentai Filmworks'],['Diomedea'],Original,6.57,2193,8412
34802,Cobalt World,None,"['Music', 'Slice of Life']",Music,1,['Sony Music Entertainment'],[],[],Music,6.55,526,1416
34812,ViVid Strike! Specials,None,"['Action', 'Drama', 'Magic']",Special,3,[],[],['Seven Arcs Pictures'],Original,6.8,1284,3856
34813,Susume! Godzilland,None,"['Comedy', 'Kids']",OVA,4,['Gakken'],[],[],Unknown,5.82,22,96
34815,Ningyohime,None,"['Kids', 'Fantasy']",Movie,1,['Gakken'],[],[],Book,5.27,15,62
34817,Zo Zo Zo Zombie-kun,None,"['Comedy', 'Shounen']",ONA,2,[],[],[],Manga,4.42,26,69
34818,Sakura Internet,None,['Drama'],ONA,1,[],[],['White Fox'],Original,5.78,629,3139
34820,Mazinger Z Movie: Infinity,None,"['Action', 'Sci-Fi', 'Comedy', 'Super Power', 'Mecha', 'Shounen']",Movie,1,['Warner Music Japan'],['Viz Media'],['Toei Animation'],Manga,6.97,795,2978
34821,"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",None,['Hentai'],OVA,1,['Pink Pineapple'],[],[],Visual novel,6.22,579,1878
34822,Tsuki ga Kirei,Spring 2017,"['Romance', 'School']",TV,12,"['Sotsu', 'Mainichi Broadcasting System', 'flying DOG']",['Funimation'],['feel.'],Original,8.35,75934,169175
34823,Souryo to Majiwaru Shikiyoku no Yoru ni...,Spring 2017,"['Drama', 'Romance', 'Ecchi']",TV,12,['Kujou-kun no Bonnou wo Mimamoru-kai'],[],['Seven'],Manga,4.6,8055,26613
34825,Keppeki Danshi! Aoyama-kun,Summer 2017,"['Comedy', 'Seinen', 'Sports']",TV,12,"['Sotsu', 'TMS Entertainment', 'Pony Canyon', 'KlockWorx', 'Tokyo MX', 'East Japan Marketing &amp; Communications']",[],['Studio Hibari'],Manga,7.03,22609,57356
34826,Maple Town Monogatari (Movie),None,"['Slice of Life', 'Fantasy']",Movie,1,[],[],['Toei Animation'],Unknown,5.75,16,97
34830,Dance with Devils: Fortuna,None,"['Harem', 'Demons', 'Supernatural', 'Romance', 'Vampire', 'Shoujo']",Movie,1,"['DIVE II Entertainment', 'Avex Pictures']",[],['Brain&#039;s Base'],Original,6.92,168,8920
34831,Hanitarou Desu.,Fall 1997,"['Slice of Life', 'Comedy']",TV,70,['TV Asahi'],[],['Toei Animation'],Manga,5.83,6,64
34832,Macross (2018),None,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']",TV,0,[],[],[],Original,0,2,553
34834,Hina Logi: From Luck & Logic,Summer 2017,"['Action', 'Comedy', 'Fantasy', 'School']",TV,12,"['Bandai Visual', 'Lantis', 'Nitroplus', 'Bushiroad', 'Yuhodo']",['Funimation'],['Doga Kobo'],Card game,6.75,4510,16632
34835,Crayon Shin-chan Gaiden: Kazokuzure Ookami,None,"['Action', 'Comedy', 'Ecchi', 'Samurai', 'Seinen']",ONA,13,[],[],[],Manga,6.7,79,478
34836,Future Card Buddyfight Battsu,Spring 2017,['Game'],TV,52,"['Dentsu', 'TV Aichi']",[],"['Xebec', 'OLM']",Card game,6.26,230,1219
34839,Sanrio Danshi,Winter 2018,"['Slice of Life', 'School']",TV,12,"['Pony Canyon', 'Sanrio', 'Pierrot Plus']",[],['Studio Pierrot'],Original,6.69,5235,21640
34840,Kitsune Tsuki,None,"['Kids', 'Drama']",Movie,1,[],[],[],Original,6.25,66,137
34841,Haruniwa Ie no 3 Nin-me,Winter 1998,"['Slice of Life', 'Comedy', 'Supernatural']",TV,45,['TV Asahi'],[],['Toei Animation'],Manga,6.83,6,78
34843,Ponkotsu Quest x Monsterz,None,"['Comedy', 'Parody', 'Fantasy']",ONA,3,[],[],[],Other,5.25,12,92
34844,Ponkotsu Quest x Gatchaman Special,None,"['Comedy', 'Parody', 'Fantasy']",ONA,1,['VAP'],[],[],Other,5.04,24,188
34845,Ponkotsu Quest Specials,None,"['Comedy', 'Parody', 'Fantasy']",ONA,0,['VAP'],[],['Pie in The Sky'],Original,5.5,6,98
34847,Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,None,"['Comedy', 'Fantasy', 'Game', 'Parody']",Special,0,['VAP'],[],[],Original,6,6,95
34848,Sagaken wo Meguru Animation (2017),None,['Slice of Life'],Movie,2,['Pony Canyon'],[],['TMS Entertainment'],Original,5.54,24,320
34849,Konohana no Sakuya Mori,None,['Dementia'],Movie,1,[],[],['Tomoyasu Murata Company'],Original,5.6,47,116
34850,This Is My House,None,"['Comedy', 'Dementia']",Movie,1,[],[],[],Original,0,0,0
34851,Kaibutsu Gakushou,None,['Dementia'],Movie,1,[],[],"['Yamamura Animation, Inc.']",Original,5.67,9,116
34852,Pikaia!!,Winter 2017,"['Slice of Life', 'Kids', 'Drama']",TV,13,[],[],[],Original,5.05,19,196
34855,Gabriel DropOut Specials,None,"['Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']",Special,2,[],[],['Doga Kobo'],Manga,7.77,13470,25698
34856,Cluster A,None,['Music'],Music,1,[],[],[],Music,5.46,57,111
34857,Everyday Affair,None,['Music'],Music,1,[],[],[],Music,5.21,34,69
34858,Toward Morning,None,['Music'],Music,1,[],[],[],Original,5.26,43,78
34859,Tick Tock,None,['Music'],Music,1,[],[],[],Music,4.25,24,48
34860,Dance XX,None,['Music'],Music,1,[],[],[],Original,5,28,55
34861,Palladium: siroPd Motion Collective,None,['Music'],Music,5,[],[],[],Original,5.7,20,45
34862,Xianjing Chuanshuo RO: Shouhu Yongheng De Ai,None,"['Action', 'Fantasy']",ONA,1,[],[],[],Game,6.11,88,481
34863,Zoku Touken Ranbu: Hanamaru,Winter 2018,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Historical', 'Slice of Life']",TV,12,"['Marvelous', 'Nitroplus', 'TOHO animation', 'Good Smile Company', 'DMM.com']",['Funimation'],['Doga Kobo'],Card game,7.38,2625,14167
34864,"Wake Up, Girl Zoo! Taiwan de Go!",None,['Comedy'],Special,1,[],[],['Karasfilms'],Original,5.65,101,357
34866,Yu☆Gi☆Oh! VRAINS,Spring 2017,"['Action', 'Fantasy', 'Game', 'Sci-Fi', 'Shounen']",TV,0,"['TV Tokyo', 'Nihon Ad Systems']",[],['Studio Gallop'],Manga,6.77,4295,16847
34868,Prism Season,None,['Kids'],OVA,1,['Pony Canyon'],[],[],Picture book,6.22,9,46
34870,BanG Dream!: Asonjatta!,None,"['Music', 'Slice of Life']",Special,1,[],[],['Xebec'],Manga,6.92,1318,2823
34871,Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,None,"['Kids', 'Fantasy', 'Comedy']",Movie,1,['Nippon Television Network'],[],['TMS Entertainment'],Picture book,5.4,5,115
34872,Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,None,['Comedy'],ONA,1,[],[],['DLE'],Other,4.27,26,128
34877,Kaettekita Dr. Slump: Arale-chan Special,None,"['Sci-Fi', 'Comedy', 'Shounen']",Special,1,[],[],['Toei Animation'],Manga,5.58,19,191
34878,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,None,"['Sci-Fi', 'Comedy', 'Shounen']",Special,1,[],[],[],Manga,5.63,41,201
34881,Aho Girl,Summer 2017,"['Comedy', 'Romance', 'School', 'Shounen']",TV,12,"['Nihon Ad Systems', 'Kodansha', 'Movic', 'KlockWorx', 'Sony Music Entertainment', 'King Records', 'BS11', 'Animatic', 'Marui Group']",[],['Diomedea'],4-koma manga,7.26,82828,161579
34884,Keijo!!!!!!!! Specials,None,"['Comedy', 'Ecchi', 'Shounen', 'Sports']",Special,6,"['Sotsu', 'Lantis', 'Warner Bros.', 'Shogakukan']",['Funimation'],['Xebec'],Manga,6.6,1160,7797
34887,Against,None,"['Dementia', 'Fantasy']",ONA,1,[],[],[],Original,4.55,31,103
34888,Makeruna!! Aku no Gundan!,Spring 2017,"['Comedy', 'Shounen']",TV,12,['Bushiroad'],[],['Tatsunoko Production'],Manga,5.31,505,1307
34889,Cerberus,None,['Music'],Music,1,['Mirai Records'],[],[],Original,5.53,66,127
34891,Buppu na Mainichi,Spring 2017,['Comedy'],TV,27,['TV Tokyo'],[],['MMDGP'],Unknown,5.17,6,216
34892,Gakuen Senki Muryou Recaps,None,['Adventure'],Special,1,[],[],[],Original,5.83,12,113
34893,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,None,"['Drama', 'Fantasy']",ONA,2,[],[],['Signal. MD'],Original,6.32,164,1763
34895,Zutto Suki Datta,None,"['Hentai', 'Drama', 'School']",OVA,0,['Queen Bee'],[],[],Manga,5.82,461,1817
34899,Monmusu Quest!,None,"['Demons', 'Hentai']",ONA,0,"['Top Marshal', 'SELFISH']",[],[],Visual novel,6.99,644,2266
34900,Biblia Koshodou no Jiken Techou,None,"['Mystery', 'Drama']",Movie,1,[],[],[],Light novel,0,0,1527
34901,Beyblade Burst God,Spring 2017,"['Action', 'Sci-Fi', 'Adventure', 'Sports', 'Shounen']",TV,51,"['TV Tokyo', 'd-rights']",[],['OLM'],Original,6.66,255,2238
34902,Tsurezure Children,Summer 2017,"['Comedy', 'Romance', 'School', 'Shounen']",TV,12,"['Nihon Ad Systems', 'Kodansha', 'Movic', 'KlockWorx', 'Sony Music Entertainment', 'King Records', 'BS11', 'Animatic', 'Marui Group']",['Funimation'],['Studio Gokumi'],4-koma manga,7.89,114385,228119
34903,RoboMasters the Animated Series,Fall 2017,"['Action', 'Mecha', 'School']",TV,6,['DJI'],[],"['Gonzo', 'DandeLion Animation Studio LLC']",Original,6.61,1364,9103
34904,Youjo Senki Recap,None,"['Military', 'Magic']",Special,1,[],[],['NUT'],Light novel,6.34,7651,13824
34905,Duel Masters (2017),Spring 2017,"['Action', 'Adventure', 'Comedy', 'Shounen']",TV,51,[],[],['Ascension'],Original,4.87,31,1035
34907,Through the Windows,None,['Kids'],Movie,1,[],[],[],Original,5.69,71,154
34908,Calihara no Uta,None,"['Music', 'Kids']",Movie,1,[],[],[],Original,5.55,63,131
34910,Heya (Music),None,['Music'],Music,1,[],[],[],Original,5.44,66,131
34911,Cine Mileage Card x Asa da yo! Kaishain,None,"['Music', 'Comedy']",Special,0,[],[],[],Original,3.55,11,78
34914,New Game!!,Summer 2017,"['Slice of Life', 'Comedy']",TV,12,"['Frontier Works', 'Media Factory', 'Movic', 'AT-X', 'Sony Music Communications', 'Houbunsha', 'MAGES.', 'Lawson']",['Funimation'],['Doga Kobo'],4-koma manga,7.91,50539,110652
34915,The iDOLM@STER SideM,Fall 2017,['Music'],TV,13,"['Aniplex', 'Lantis', 'Bandai Namco Live Creative', 'Bandai Namco Entertainment', 'ABC Animation']",[],['A-1 Pictures'],Game,7.43,2900,10905
34918,Yaiyai Mori no Comic,None,"['Comedy', 'Parody']",ONA,15,[],[],[],Original,4.75,12,57
34919,Kekkon wo Iwau Usagi to Tora,None,"['Comedy', 'Parody']",Special,1,[],[],[],Original,3.73,15,64
34924,Nenbutsu Monogatari,None,['Historical'],OVA,7,[],[],[],Other,6.25,4,50
34925,Butten Monogatari,None,['Historical'],OVA,12,[],[],[],Other,3.2,5,42
34926,Shinran Shounin to Ousha-jou no Higeki,None,"['Drama', 'Historical']",OVA,1,[],[],[],Other,5.33,3,50
34927,Rilu Rilu Fairilu: Mahou no Kagami,Spring 2017,"['Slice of Life', 'Magic', 'Fantasy']",TV,51,[],[],['Studio Deen'],Original,6.37,38,960
34928,Akindo Sei no Little Peso,Spring 2017,"['Sci-Fi', 'Comedy']",TV,12,[],[],['Fanworks'],Game,5.14,21,240
34929,Kotowa Jiten: Hetana Teppou mo Kazu Ucha Ataru!,None,['Action'],Special,1,[],[],[],Original,4.64,39,77
34930,Joubuna Tire!,None,['Cars'],Special,1,[],[],[],Original,5.5,76,155
34931,Funi Funi Marshmallow,None,['Kids'],ONA,0,[],[],[],Game,5.17,6,52
34933,Kakegurui,Summer 2017,"['Drama', 'Game', 'Mystery', 'Psychological', 'School', 'Shounen']",TV,12,"['Dentsu', 'Square Enix', 'Movic', 'KlockWorx', 'DIVE II Entertainment', '81 Produce', 'Avex Pictures', 'Furyu']",[],['MAPPA'],Manga,7.56,130984,268566
34934,Koi to Uso,Summer 2017,"['Drama', 'Romance', 'School']",TV,12,"['Frontier Works', 'Pony Canyon', 'Kodansha', 'Ultra Super Pictures', 'Memory-Tech', 'Amuse', 'Hakuhodo DY Music &amp; Pictures', 'Animatic', 'DeNA', 'A-Sketch']",['Sentai Filmworks'],['LIDENFILMS'],Manga,6.81,63080,147656
34935,Yowai Robot to 10 no Story Project,None,['Kids'],ONA,2,[],[],[],Original,4.82,17,59
34936,Sword of Phantasia,None,"['Fantasy', 'Game']",ONA,1,[],[],[],Game,5.54,28,95
34937,Ichinen Buri no The Animation,None,['Hentai'],OVA,1,['Chippai'],[],[],Manga,6.32,645,1660
34939,Tales of the Rays,None,"['Fantasy', 'Game']",ONA,1,[],['Bandai Namco Games'],['Wit Studio'],Game,6.08,697,3306
34940,Dongguo Xiaojie,None,"['Adventure', 'Historical', 'Demons', 'Supernatural']",ONA,15,['Tencent Animation'],[],['Haoliners Animation League'],Manga,6.46,91,889
34941,Queen&#039;s Blade: Unlimited,None,"['Action', 'Adventure', 'Ecchi', 'Fantasy']",OVA,0,[],[],[],Other,0,0,2326
34943,T7S Longing for Summer Again and Again: Harukaze,None,"['Music', 'School']",Music,1,"['Genco', 'Magic Capsule', 'Donuts']",[],['Chiptune'],Game,6.49,81,532
34944,Bungou Stray Dogs: Dead Apple,None,"['Action', 'Comedy', 'Mystery', 'Supernatural']",Movie,1,[],[],['Bones'],Manga,7.89,450,23737
34946,Yuki no Joou,None,['Fantasy'],Movie,1,[],[],[],Book,5.06,16,108
34947,HEROISM++,None,['Music'],Music,1,[],[],[],Music,0,0,0
34948,Hakuouki: Otogisoushi - Special,None,"['Historical', 'Samurai', 'Fantasy', 'Josei']",Special,1,[],[],['DLE'],Visual novel,6.25,156,795
34949,Puru Pom,None,['Comedy'],ONA,0,[],[],[],Game,4.5,2,37
34952,Koi to Byonetsu,None,['Music'],Music,1,[],[],[],Music,0,0,0
34954,Yoshichirou no Keirei,None,"['Historical', 'Samurai']",Movie,1,[],[],[],Original,5.8,5,7
34955,Kyoudai Koguma,None,['Adventure'],Movie,1,[],[],[],Unknown,4.72,39,87
34957,Ookami wa Ookamida,None,['Fantasy'],Movie,1,[],[],[],Original,4.2,5,7
34958,Sakana no Kuni,None,['Military'],Movie,1,[],[],[],Unknown,4.85,40,87
34959,Gakuen Shinshoku: XX of the Dead,None,['Hentai'],OVA,2,[],[],[],Visual novel,6.56,795,2073
34960,Tesapuru dayo! Schedule no Au Hito dake Shuugou!,None,['Comedy'],Special,6,[],[],[],Original,4.44,16,210
34961,Yume Oukoku to Nemureru 100 Nin no Ouji-sama: Short Stories,None,['Game'],ONA,10,[],[],['Satelight'],Game,6.62,87,1481
34962,Digimon Adventure tri. 5: Kyousei,None,"['Action', 'Adventure', 'Comedy', 'Drama']",Movie,1,[],[],['Toei Animation'],Original,7.39,8555,20801
34963,Yarimoku Beach ni Shuugakuryokou de!! The Animation,None,['Hentai'],OVA,1,['Pink Pineapple'],[],['Seven'],Manga,7.08,877,3354
34964,Killing Bites,Winter 2018,"['Action', 'Sci-Fi', 'Ecchi', 'Seinen']",TV,12,"['Sotsu', 'Mainichi Broadcasting System', 'NBCUniversal Entertainment Japan', 'Medicos Entertainment', 'Fields', 'KLab']",[],['LIDENFILMS'],Manga,6.86,23361,66413
34966,Jigoku Shoujo: Yoi no Togi,Summer 2017,"['Horror', 'Mystery', 'Psychological', 'Supernatural']",TV,6,"['Aniplex', 'Fujishouji']",['Aniplex of America'],['Studio Deen'],Original,6.6,8285,30029
34969,Tsubo,None,['Fantasy'],Movie,1,[],[],[],Unknown,5.51,66,122
34972,Hakubo,None,['Drama'],Movie,1,[],[],['Twilight Studio'],Original,0,0,2204
34973,Love Live! Sunshine!! 2nd Season,Fall 2017,"['Music', 'School', 'Slice of Life']",TV,13,"['Bandai Visual', 'Lantis', 'ASCII Media Works', 'Bushiroad']",['Funimation'],['Sunrise'],Original,7.79,17336,44581
34974,Aragne no Mushikago,None,"['Fantasy', 'Horror', 'Mystery']",Movie,1,[],[],[],Original,0,0,618
34975,Marvel Future Avengers,Summer 2017,"['Action', 'Super Power', 'Kids']",TV,26,[],[],['Madhouse'],Other,5.06,33,1689
34978,Nobunaga no Shinobi: Ise Kanegasaki-hen,Spring 2017,"['Comedy', 'Historical']",TV,26,[],[],['TMS Entertainment'],4-koma manga,7.13,3099,6780
34979,Shounen Ashibe: Go! Go! Goma-chan 2,Spring 2017,"['Slice of Life', 'Comedy', 'Seinen']",TV,32,[],[],"['Bridge', 'Husio Studio']",4-koma manga,5.81,164,641
34980,Fin-tan,None,['Comedy'],ONA,3,[],[],[],Other,4.53,34,115
34982,Roba,None,['Adventure'],Movie,1,[],[],[],Book,5.23,48,92
34984,Koi wa Ameagari no You ni,Winter 2018,"['Romance', 'Seinen']",TV,12,"['Aniplex', 'Dentsu', 'Fuji TV', 'DMM pictures']",[],['Wit Studio'],Manga,7.66,32877,97656
34985,Shinkansen Henkei Robo Shinkalion,None,"['Kids', 'Mecha']",ONA,0,[],[],[],Other,4.6,15,183
34990,Unicorn no Kyupi,Spring 2017,"['Fantasy', 'Kids']",TV,0,[],[],[],Original,4.5,2,53
34992,Byoudoku no Denpa,None,['Kids'],Movie,1,[],[],[],Original,4.83,6,10
34993,Namake Gitsune,None,[],Movie,1,[],[],[],Unknown,5,42,83
34997,Ao no Strada,None,['Drama'],ONA,4,['Panasonic Digital Contents'],[],[],Original,5.48,60,232
34999,Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,None,"['Comedy', 'Ecchi', 'Supernatural']",Special,1,[],[],['Creators in Pack'],Web manga,6.14,283,2042
35000,To LOVE-Ru: Multiplication - Mae kara Ushiro kara,None,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Shounen']",OVA,1,[],[],['Xebec'],Manga,7.26,4510,12195
35002,Aware! Meisaku-kun: Meiji Saite Oishii Mozzarella,None,"['Comedy', 'Parody']",Special,1,[],[],['Pie in The Sky'],Original,3.88,24,115
35003,Tanoshii Saki Uta Animation,None,"['Kids', 'Music']",ONA,1,[],[],[],Original,4.82,38,93
35004,T-sensei,None,"['Slice of Life', 'School', 'Seinen']",ONA,0,"['Production I.G', 'Tate Anime']",[],[],Manga,6.6,10,459
35006,Happy Party Train,None,['Music'],Music,1,['Lantis'],[],['Sunrise'],Music,7.73,2088,4527
35007,Kamigami no Ki: Xmas Special,None,"['Comedy', 'Historical', 'Supernatural']",ONA,1,[],[],['Sotsu'],Original,5.38,24,104
35008,Midori no Kuni no Otomodachi: Koeda-chan,None,"['Magic', 'Fantasy', 'Shoujo']",ONA,0,[],[],['A-Line'],Other,3.75,4,113
35009,Berserk Recap,None,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural']",Special,1,['LIDENFILMS'],[],"['Millepensee', 'GEMBA']",Manga,6.17,2454,5843
35011,Yankee Hamster,None,['Comedy'],ONA,0,[],[],['Piso Studio'],Original,6.61,36,140
35015,Ani ni Tsukeru Kusuri wa Nai!,Spring 2017,"['Slice of Life', 'Comedy', 'School']",TV,12,"['bilibili', 'Tencent Penguin Pictures']",[],"['Fanworks', 'Imagineer']",Manga,7.38,7617,17312
35018,Osomatsu-san Movie,None,"['Comedy', 'Parody']",Movie,1,[],[],[],Manga,0,0,0
35019,Osomatsu-san Short Episode,None,"['Comedy', 'Parody']",Movie,1,[],[],[],Manga,0,0,0
35020,Sekai Jinken Sengen,None,['Drama'],OVA,1,[],[],[],Original,6,3,34
35021,Hashire John,None,['Drama'],OVA,1,[],[],[],Original,9.5,2,40
35022,Yuuki Aru Hotaru to Tobe Nai Hotaru,None,['Drama'],OVA,1,[],[],[],Original,7.33,3,44
35023,Jun ga Kureta Inochi,None,['Drama'],OVA,1,[],[],[],Original,4.67,3,38
35024,Onita no Boushi,None,"['Demons', 'Drama']",OVA,1,[],[],[],Picture book,1.67,3,36
35025,"""Eikou Naki Tensai-tachi"" Kara no Monogatari",Spring 2017,['Sports'],TV,2,['NHK'],[],['J.C.Staff'],Manga,5.5,16,363
35026,Hitori no Toki ga Abunai!,None,['Drama'],OVA,1,[],[],[],Original,3,2,36
35027,Jibun de Jibun wo Mamoru,None,['Drama'],OVA,1,[],[],[],Original,5,2,35
35028,Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,None,['Hentai'],OVA,0,['T-Rex'],[],[],Visual novel,7.13,1298,3966
35029,Tensei Kendo no Harem Colosseo,None,"['Harem', 'Hentai', 'Supernatural', 'Fantasy']",OVA,0,['PoRO'],[],[],Light novel,6.73,873,3096
35030,Shiro to Takeshi,None,"['Drama', 'Historical']",OVA,1,[],[],[],Picture book,8.5,2,36
35031,Aoi Meno Ningyou Monogatari,None,"['Drama', 'Historical']",OVA,1,[],[],[],Other,3.67,6,54
35032,Kitty to Mimmy no Atarashii Kasa,None,['Kids'],Movie,1,['Sanrio'],[],[],Original,5.57,7,52
35033,Sam to Chip no wa Hachamecha Dai Race,None,"['Cars', 'Kids']",OVA,1,['Sanrio'],[],[],Original,5,14,71
35034,Pokopon no Kitsune-gawa Onsen Henshin Gassen,None,"['Kids', 'Supernatural']",OVA,1,['Sanrio'],[],[],Original,5.83,6,57
35035,Sam-chan no Obake Nanka Kowaku Nai,None,"['Kids', 'Supernatural']",OVA,1,[],[],[],Original,6.5,4,45
35036,Eddy & Emmy no Initial Ring wa Futari de,None,['Kids'],OVA,1,['Sanrio'],[],[],Original,5.14,7,57
35037,Pokopon no Satogaeri,None,['Kids'],OVA,1,['Sanrio'],[],[],Original,4.75,4,42
35038,Eigo de Utatte Asobou,None,"['Kids', 'Music']",Music,4,['Sanrio'],[],[],Original,5,10,60
35039,Hello Kitty to Miyou: Nihon Mukashibanashi,None,"['Kids', 'Fantasy']",OVA,7,['Sanrio'],[],[],Original,5.7,10,69
35040,Minna no Taabou Konnichiwa,None,['Kids'],OVA,1,['Sanrio'],[],[],Original,6.75,4,38
35041,Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!,None,"['Kids', 'Sci-Fi']",OVA,1,['Sanrio'],[],[],Original,5.25,8,56
35042,Uchuu Bouei-tai Taabou no Toki no Tomatta Hoshi,None,"['Kids', 'Sci-Fi']",OVA,1,['Sanrio'],[],[],Original,4.43,7,49
35044,To Be Hero 2,Spring 2018,"['Comedy', 'Super Power']",TV,0,[],[],"['Haoliners Animation League', 'Studio LAN']",Original,7.14,22,2223
35045,Four Youth,None,['Comedy'],TV,0,[],[],[],Original,0,0,0
35047,Mirai e no Tegami: Kono Michi no Tochuu kara,None,"['Music', 'Drama']",ONA,0,[],[],['Fukushima Gainax'],Original,5.67,6,116
35048,Anime Tengu no Kakuresato,None,"['Demons', 'Kids']",OVA,1,[],[],[],Other,5.22,9,49
35049,Minna ga Shitteru: Kokoro Atatamaru Natsukashii  Ohanashi Series,None,"['Adventure', 'Fantasy', 'Historical', 'Kids', 'Magic', 'Romance', 'Supernatural']",OVA,20,[],[],[],Other,7.6,5,47
35050,Eiga de Utaou! Mother Goose,None,"['Music', 'Kids', 'Fantasy']",Music,4,[],[],[],Other,3.83,6,47
35051,Nendjuugyouji Animation Series,None,"['Adventure', 'Demons', 'Fantasy', 'Historical', 'Kids', 'Magic', 'Supernatural']",OVA,2,[],[],[],Other,5,3,43
35052,Kagee Anime Series,None,"['Historical', 'Kids', 'Fantasy']",OVA,1,[],[],[],Other,5,3,38
35053,Minwa Anime Series,None,"['Historical', 'Kids', 'Fantasy']",OVA,1,[],[],[],Other,7.25,4,36
35054,Ni wa no Kotori,None,['Kids'],OVA,1,[],[],[],Original,8.25,4,41
35055,Mametarou Ganbare,None,['Kids'],OVA,1,[],[],[],Original,7.5,4,40
35056,Tsuki no Mine no Ookami,None,['Kids'],OVA,1,[],[],[],Original,7.6,5,47
35057,Furidashita Ame,None,['Kids'],OVA,1,[],[],[],Original,5,4,41
35058,Trojan wo Jibun no Te de,None,"['Historical', 'Kids']",OVA,1,[],[],[],Original,5.33,3,37
35059,Nobara (OVA),None,"['Historical', 'Kids']",OVA,1,[],[],[],Original,4.5,2,51
35060,Nihon no Obake-banashi,None,"['Horror', 'Kids']",OVA,4,[],[],[],Other,6,5,53
35061,Ohanashi de Te Koi,None,"['Kids', 'Fantasy']",OVA,5,[],[],[],Radio,6.2,5,36
35062,Mahoutsukai no Yome,Fall 2017,"['Slice of Life', 'Fantasy', 'Magic', 'Shounen']",TV,24,"['Production I.G', 'Shochiku', 'flying DOG', 'Mag Garden']",['Funimation'],['Wit Studio'],Manga,8.3,95552,328004
35063,Dog Days&#039;&#039;: Konshuu no Arasuji,None,"['Action', 'Adventure', 'Fantasy', 'Magic']",Special,12,[],[],[],Unknown,0,0,0
35067,Osomatsu-san 2nd Season,Fall 2017,"['Comedy', 'Parody']",TV,25,"['TV Tokyo', 'Dentsu', 'Rakuonsha', 'AT-X', 'Avex Pictures', 'Daiichi Shokai CO., LTD']",['Viz Media'],['Studio Pierrot'],Manga,7.7,7224,28310
35069,Sekai no Yami Zukan,Spring 2017,"['Horror', 'Supernatural']",TV,13,['TV Tokyo'],[],['ILCA'],Original,4.63,4225,15761
35070,3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,None,"['Comedy', 'Parody', 'School']",Movie,1,[],[],['DLE'],Manga,4.5,26,369
